chemical_name	analysismode	mz	rt	compound_id
114.0470_0.76	RP_POS	114.047	0.76	C000498
137.0589_0.54	RP_POS	137.0589	0.54	C000499
104.0634_0.53	RP_POS	104.0634	0.53	C000500
198.1258_0.82	RP_POS	198.1258	0.82	C000501
219.1105_0.83	RP_POS	219.1105	0.83	C000502
873.4688_2.49	RP_POS	873.4688	2.49	C000503
627.7845_2.60	RP_POS	627.7845	2.6	C000504
336.0891_2.71	RP_POS	336.0891	2.71	C000505
177.0427_2.68	RP_POS	177.0427	2.68	C000506
263.0104_2.79	RP_POS	263.0104	2.79	C000507
275.9978_2.82	RP_POS	275.9978	2.82	C000508
279.9916_2.81	RP_POS	279.9916	2.81	C000509
212.0360_2.89	RP_POS	212.036	2.89	C000510
233.1261_2.92	RP_POS	233.1261	2.92	C000511
153.0790_3.03	RP_POS	153.079	3.03	C000512
429.1051_2.98	RP_POS	429.1051	2.98	C000513
420.1376_2.97	RP_POS	420.1376	2.97	C000514
416.0864_2.98	RP_POS	416.0864	2.98	C000515
297.0257_2.98	RP_POS	297.0257	2.98	C000516
1180.7406_2.98	RP_POS	1180.7406	2.98	C000517
191.0582_2.99	RP_POS	191.0582	2.99	C000518
220.0961_3.03	RP_POS	220.0961	3.03	C000519
261.0172_3.06	RP_POS	261.0172	3.06	C000520
285.9927_3.09	RP_POS	285.9927	3.09	C000521
1297.7142_3.12	RP_POS	1297.7142	3.12	C000522
202.9704_3.12	RP_POS	202.9704	3.12	C000523
421.9852_3.12	RP_POS	421.9852	3.12	C000524
271.0264_3.17	RP_POS	271.0264	3.17	C000525
385.9257_3.21	RP_POS	385.9257	3.21	C000526
312.1471_3.23	RP_POS	312.1471	3.23	C000527
206.0918_3.26	RP_POS	206.0918	3.26	C000528
160.0718_3.30	RP_POS	160.0718	3.3	C000529
319.1275_3.32	RP_POS	319.1275	3.32	C000530
294.0626_3.33	RP_POS	294.0626	3.33	C000531
180.0647_3.34	RP_POS	180.0647	3.34	C000532
169.0738_3.41	RP_POS	169.0738	3.41	C000533
255.0481_3.42	RP_POS	255.0481	3.42	C000534
127.0998_3.50	RP_POS	127.0998	3.5	C000535
228.0930_3.61	RP_POS	228.093	3.61	C000536
210.0752_3.64	RP_POS	210.0752	3.64	C000537
1515.8293_3.70	RP_POS	1515.8293	3.7	C000538
237.0999_3.76	RP_POS	237.0999	3.76	C000539
888.5052_3.77	RP_POS	888.5052	3.77	C000540
861.4393_3.81	RP_POS	861.4393	3.81	C000541
156.0996_3.86	RP_POS	156.0996	3.86	C000542
948.6158_3.89	RP_POS	948.6158	3.89	C000543
145.0528_3.93	RP_POS	145.0528	3.93	C000544
312.0520_4.01	RP_POS	312.052	4.01	C000545
193.0993_4.18	RP_POS	193.0993	4.18	C000546
723.5652_4.21	RP_POS	723.5652	4.21	C000547
252.0321_4.25	RP_POS	252.0321	4.25	C000548
227.1159_4.29	RP_POS	227.1159	4.29	C000549
230.0830_4.30	RP_POS	230.083	4.3	C000550
339.0387_4.36	RP_POS	339.0387	4.36	C000551
422.1469_4.58	RP_POS	422.1469	4.58	C000552
178.0839_4.58	RP_POS	178.0839	4.58	C000553
554.3564_4.59	RP_POS	554.3564	4.59	C000554
97.0882_4.61	RP_POS	97.0882	4.61	C000555
165.0791_4.62	RP_POS	165.0791	4.62	C000556
275.1188_4.65	RP_POS	275.1188	4.65	C000557
373.1478_4.66	RP_POS	373.1478	4.66	C000558
246.1364_4.72	RP_POS	246.1364	4.72	C000559
338.0851_4.91	RP_POS	338.0851	4.91	C000560
250.0512_5.10	RP_POS	250.0512	5.1	C000561
234.0869_5.13	RP_POS	234.0869	5.13	C000562
276.0509_5.17	RP_POS	276.0509	5.17	C000563
117.0579_5.17	RP_POS	117.0579	5.17	C000564
823.5813_5.20	RP_POS	823.5813	5.2	C000565
444.1305_5.21	RP_POS	444.1305	5.21	C000566
201.1365_5.24	RP_POS	201.1365	5.24	C000567
155.1311_5.25	RP_POS	155.1311	5.25	C000568
204.1360_5.43	RP_POS	204.136	5.43	C000569
318.1211_5.41	RP_POS	318.1211	5.41	C000570
260.0934_5.42	RP_POS	260.0934	5.42	C000571
281.1294_5.49	RP_POS	281.1294	5.49	C000572
332.1233_5.66	RP_POS	332.1233	5.66	C000573
308.1252_5.67	RP_POS	308.1252	5.67	C000574
389.1951_5.73	RP_POS	389.1951	5.73	C000575
313.2249_5.75	RP_POS	313.2249	5.75	C000576
266.1021_5.78	RP_POS	266.1021	5.78	C000577
332.1233_5.80	RP_POS	332.1233	5.8	C000578
370.1737_5.79	RP_POS	370.1737	5.79	C000579
288.0884_5.86	RP_POS	288.0884	5.86	C000580
274.0409_5.89	RP_POS	274.0409	5.89	C000581
268.1284_5.93	RP_POS	268.1284	5.93	C000582
289.1345_5.97	RP_POS	289.1345	5.97	C000583
590.3329_5.98	RP_POS	590.3329	5.98	C000584
793.5709_5.98	RP_POS	793.5709	5.98	C000585
703.3230_6.06	RP_POS	703.323	6.06	C000586
560.2740_6.09	RP_POS	560.274	6.09	C000587
192.0185_6.09	RP_POS	192.0185	6.09	C000588
346.1302_6.11	RP_POS	346.1302	6.11	C000589
272.1233_6.12	RP_POS	272.1233	6.12	C000590
404.1149_6.18	RP_POS	404.1149	6.18	C000591
354.1188_6.18	RP_POS	354.1188	6.18	C000592
366.1253_6.18	RP_POS	366.1253	6.18	C000593
388.0941_6.18	RP_POS	388.0941	6.18	C000594
753.2344_6.20	RP_POS	753.2344	6.2	C000595
753.4350_6.21	RP_POS	753.435	6.21	C000596
302.1879_6.29	RP_POS	302.1879	6.29	C000597
366.2248_6.29	RP_POS	366.2248	6.29	C000598
307.1242_6.44	RP_POS	307.1242	6.44	C000599
256.1323_6.48	RP_POS	256.1323	6.48	C000600
346.1524_6.45	RP_POS	346.1524	6.45	C000601
201.1730_6.40	RP_POS	201.173	6.4	C000602
264.0670_6.39	RP_POS	264.067	6.39	C000603
315.2407_6.38	RP_POS	315.2407	6.38	C000604
217.0598_6.38	RP_POS	217.0598	6.38	C000605
322.2143_6.35	RP_POS	322.2143	6.35	C000606
324.1826_6.36	RP_POS	324.1826	6.36	C000607
284.1254_6.36	RP_POS	284.1254	6.36	C000608
199.1572_6.36	RP_POS	199.1572	6.36	C000609
368.1582_6.35	RP_POS	368.1582	6.35	C000610
338.0677_6.34	RP_POS	338.0677	6.34	C000611
324.0521_6.33	RP_POS	324.0521	6.33	C000612
296.0572_6.32	RP_POS	296.0572	6.32	C000613
626.3137_6.27	RP_POS	626.3137	6.27	C000614
491.2285_6.27	RP_POS	491.2285	6.27	C000615
210.0292_6.27	RP_POS	210.0292	6.27	C000616
318.1655_6.27	RP_POS	318.1655	6.27	C000617
152.1797_6.26	RP_POS	152.1797	6.26	C000618
180.1150_6.22	RP_POS	180.115	6.22	C000619
346.1524_6.22	RP_POS	346.1524	6.22	C000620
430.1047_6.18	RP_POS	430.1047	6.18	C000621
773.9633_6.20	RP_POS	773.9633	6.2	C000622
197.1416_6.14	RP_POS	197.1416	6.14	C000623
220.1309_6.12	RP_POS	220.1309	6.12	C000624
312.0885_6.12	RP_POS	312.0885	6.12	C000625
308.0838_6.11	RP_POS	308.0838	6.11	C000626
288.1546_6.11	RP_POS	288.1546	6.11	C000627
234.1377_6.13	RP_POS	234.1377	6.13	C000628
1336.7021_6.07	RP_POS	1336.7021	6.07	C000629
174.1256_5.92	RP_POS	174.1256	5.92	C000630
244.0732_5.91	RP_POS	244.0732	5.91	C000631
451.1775_5.89	RP_POS	451.1775	5.89	C000632
215.0581_5.87	RP_POS	215.0581	5.87	C000633
837.5969_5.87	RP_POS	837.5969	5.87	C000634
242.1153_5.79	RP_POS	242.1153	5.79	C000635
344.0242_5.77	RP_POS	344.0242	5.77	C000636
292.1533_5.76	RP_POS	292.1533	5.76	C000637
316.0292_5.76	RP_POS	316.0292	5.76	C000638
254.1726_5.73	RP_POS	254.1726	5.73	C000639
298.1201_5.75	RP_POS	298.1201	5.75	C000640
388.0794_5.70	RP_POS	388.0794	5.7	C000641
288.1107_5.70	RP_POS	288.1107	5.7	C000642
324.1138_5.68	RP_POS	324.1138	5.68	C000643
298.0727_5.66	RP_POS	298.0727	5.66	C000644
220.1333_5.64	RP_POS	220.1333	5.64	C000645
312.0883_5.66	RP_POS	312.0883	5.66	C000646
313.1244_5.65	RP_POS	313.1244	5.65	C000647
318.1213_5.65	RP_POS	318.1213	5.65	C000648
169.1102_5.64	RP_POS	169.1102	5.64	C000649
188.1049_5.62	RP_POS	188.1049	5.62	C000650
282.1379_5.51	RP_POS	282.1379	5.51	C000651
234.1440_5.40	RP_POS	234.144	5.4	C000652
205.0599_5.39	RP_POS	205.0599	5.39	C000653
207.6239_5.39	RP_POS	207.6239	5.39	C000654
215.0666_5.37	RP_POS	215.0666	5.37	C000655
542.1739_5.36	RP_POS	542.1739	5.36	C000656
229.1315_5.36	RP_POS	229.1315	5.36	C000657
222.0892_5.33	RP_POS	222.0892	5.33	C000658
449.2127_5.30	RP_POS	449.2127	5.3	C000659
300.0886_5.24	RP_POS	300.0886	5.24	C000660
464.2042_5.27	RP_POS	464.2042	5.27	C000661
262.1415_5.24	RP_POS	262.1415	5.24	C000662
215.1520_5.22	RP_POS	215.152	5.22	C000663
506.3035_5.20	RP_POS	506.3035	5.2	C000664
319.0481_5.19	RP_POS	319.0481	5.19	C000665
270.1575_5.09	RP_POS	270.1575	5.09	C000666
304.0833_5.17	RP_POS	304.0833	5.17	C000667
238.0816_5.16	RP_POS	238.0816	5.16	C000668
286.2253_5.16	RP_POS	286.2253	5.16	C000669
348.1420_5.17	RP_POS	348.142	5.17	C000670
198.0890_5.10	RP_POS	198.089	5.1	C000671
101.0695_5.02	RP_POS	101.0695	5.02	C000672
300.1682_4.99	RP_POS	300.1682	4.99	C000673
186.0896_4.96	RP_POS	186.0896	4.96	C000674
270.1573_4.93	RP_POS	270.1573	4.93	C000675
228.0632_4.91	RP_POS	228.0632	4.91	C000676
351.0162_4.90	RP_POS	351.0162	4.9	C000677
238.0747_4.90	RP_POS	238.0747	4.9	C000678
344.0404_4.90	RP_POS	344.0404	4.9	C000679
1095.6843_4.91	RP_POS	1095.6843	4.91	C000680
330.1187_4.90	RP_POS	330.1187	4.9	C000681
270.1096_4.90	RP_POS	270.1096	4.9	C000682
258.1000_4.90	RP_POS	258.1	4.9	C000683
205.1394_4.82	RP_POS	205.1394	4.82	C000684
258.0777_4.87	RP_POS	258.0777	4.87	C000685
684.3831_4.87	RP_POS	684.3831	4.87	C000686
290.0677_4.86	RP_POS	290.0677	4.86	C000687
255.1862_4.86	RP_POS	255.1862	4.86	C000688
250.1527_4.82	RP_POS	250.1527	4.82	C000689
244.1209_4.64	RP_POS	244.1209	4.64	C000690
197.1051_4.64	RP_POS	197.1051	4.64	C000691
231.0204_4.62	RP_POS	231.0204	4.62	C000692
210.1366_4.43	RP_POS	210.1366	4.43	C000693
173.0841_4.57	RP_POS	173.0841	4.57	C000694
192.0761_4.58	RP_POS	192.0761	4.58	C000695
408.1318_4.57	RP_POS	408.1318	4.57	C000696
165.0730_4.58	RP_POS	165.073	4.58	C000697
310.1315_4.58	RP_POS	310.1315	4.58	C000698
352.0475_4.58	RP_POS	352.0475	4.58	C000699
200.0899_4.57	RP_POS	200.0899	4.57	C000700
212.0641_4.57	RP_POS	212.0641	4.57	C000701
376.1380_4.45	RP_POS	376.138	4.45	C000702
1338.7294_4.48	RP_POS	1338.7294	4.48	C000703
261.0610_4.57	RP_POS	261.061	4.57	C000704
173.0477_4.57	RP_POS	173.0477	4.57	C000705
418.1470_4.52	RP_POS	418.147	4.52	C000706
275.0468_4.57	RP_POS	275.0468	4.57	C000707
250.0951_4.55	RP_POS	250.0951	4.55	C000708
227.0556_4.57	RP_POS	227.0556	4.57	C000709
1378.8250_4.57	RP_POS	1378.825	4.57	C000710
227.0347_4.56	RP_POS	227.0347	4.56	C000711
286.0727_4.50	RP_POS	286.0727	4.5	C000712
224.1412_4.45	RP_POS	224.1412	4.45	C000713
156.0786_4.42	RP_POS	156.0786	4.42	C000714
225.1339_4.42	RP_POS	225.1339	4.42	C000715
248.0359_4.40	RP_POS	248.0359	4.4	C000716
324.0743_4.36	RP_POS	324.0743	4.36	C000717
370.0799_4.36	RP_POS	370.0799	4.36	C000718
194.0803_4.36	RP_POS	194.0803	4.36	C000719
265.0811_4.28	RP_POS	265.0811	4.28	C000720
210.1367_4.21	RP_POS	210.1367	4.21	C000721
367.1663_4.18	RP_POS	367.1663	4.18	C000722
278.1264_4.15	RP_POS	278.1264	4.15	C000723
257.0940_4.17	RP_POS	257.094	4.17	C000724
201.1365_4.18	RP_POS	201.1365	4.18	C000725
141.1155_4.17	RP_POS	141.1155	4.17	C000726
202.1419_4.29	RP_POS	202.1419	4.29	C000727
272.9767_4.17	RP_POS	272.9767	4.17	C000728
427.1969_4.16	RP_POS	427.1969	4.16	C000729
210.1366_4.11	RP_POS	210.1366	4.11	C000730
324.0817_4.11	RP_POS	324.0817	4.11	C000731
278.1360_4.09	RP_POS	278.136	4.09	C000732
193.0739_4.00	RP_POS	193.0739	4	C000733
278.1260_4.00	RP_POS	278.126	4	C000734
141.1154_4.01	RP_POS	141.1154	4.01	C000735
144.1121_3.99	RP_POS	144.1121	3.99	C000736
247.1241_3.99	RP_POS	247.1241	3.99	C000737
272.0571_3.99	RP_POS	272.0571	3.99	C000738
285.1937_3.97	RP_POS	285.1937	3.97	C000739
167.0239_3.80	RP_POS	167.0239	3.8	C000740
117.0682_3.81	RP_POS	117.0682	3.81	C000741
264.1111_3.78	RP_POS	264.1111	3.78	C000742
280.0920_3.77	RP_POS	280.092	3.77	C000743
584.3669_3.78	RP_POS	584.3669	3.78	C000744
399.2022_3.76	RP_POS	399.2022	3.76	C000745
272.0572_3.74	RP_POS	272.0572	3.74	C000746
1298.6984_3.69	RP_POS	1298.6984	3.69	C000747
147.0531_3.63	RP_POS	147.0531	3.63	C000748
250.0951_3.62	RP_POS	250.0951	3.62	C000749
280.1056_3.55	RP_POS	280.1056	3.55	C000750
200.1775_3.53	RP_POS	200.1775	3.53	C000751
156.1019_3.51	RP_POS	156.1019	3.51	C000752
162.0793_3.49	RP_POS	162.0793	3.49	C000753
390.1566_3.49	RP_POS	390.1566	3.49	C000754
273.0313_3.40	RP_POS	273.0313	3.4	C000755
175.0633_3.40	RP_POS	175.0633	3.4	C000756
104.0593_3.31	RP_POS	104.0593	3.31	C000757
79.0795_3.21	RP_POS	79.0795	3.21	C000758
180.0646_3.21	RP_POS	180.0646	3.21	C000759
187.1323_3.05	RP_POS	187.1323	3.05	C000760
399.0221_2.98	RP_POS	399.0221	2.98	C000761
325.0231_2.98	RP_POS	325.0231	2.98	C000762
578.1404_2.98	RP_POS	578.1404	2.98	C000763
424.0357_2.98	RP_POS	424.0357	2.98	C000764
298.0761_2.97	RP_POS	298.0761	2.97	C000765
209.9960_2.98	RP_POS	209.996	2.98	C000766
384.0756_2.97	RP_POS	384.0756	2.97	C000767
585.7743_2.98	RP_POS	585.7743	2.98	C000768
298.0006_2.97	RP_POS	298.0006	2.97	C000769
311.0071_2.98	RP_POS	311.0071	2.98	C000770
316.0760_2.98	RP_POS	316.076	2.98	C000771
278.0317_2.96	RP_POS	278.0317	2.96	C000772
360.0860_2.97	RP_POS	360.086	2.97	C000773
989.8642_2.97	RP_POS	989.8642	2.97	C000774
793.8323_2.97	RP_POS	793.8323	2.97	C000775
274.1522_2.88	RP_POS	274.1522	2.88	C000776
155.0945_2.88	RP_POS	155.0945	2.88	C000777
204.0408_2.86	RP_POS	204.0408	2.86	C000778
184.1211_2.85	RP_POS	184.1211	2.85	C000779
303.9928_2.82	RP_POS	303.9928	2.82	C000780
313.9809_2.85	RP_POS	313.9809	2.85	C000781
303.9927_2.79	RP_POS	303.9927	2.79	C000782
440.3248_2.73	RP_POS	440.3248	2.73	C000783
362.0780_2.69	RP_POS	362.078	2.69	C000784
484.3511_2.66	RP_POS	484.3511	2.66	C000785
631.7794_0.84	RP_POS	631.7794	0.84	C000786
441.8671_0.54	RP_POS	441.8671	0.54	C000787
352.0226_0.86	RP_POS	352.0226	0.86	C000788
167.9736_0.86	RP_POS	167.9736	0.86	C000789
573.7944_0.87	RP_POS	573.7944	0.87	C000790
838.8715_0.87	RP_POS	838.8715	0.87	C000791
469.9964_0.88	RP_POS	469.9964	0.88	C000792
606.1608_0.54	RP_POS	606.1608	0.54	C000793
143.0254_0.54	RP_POS	143.0254	0.54	C000794
157.0851_0.55	RP_POS	157.0851	0.55	C000795
92.0374_0.54	RP_POS	92.0374	0.54	C000796
176.0545_0.58	RP_POS	176.0545	0.58	C000797
660.8053_0.96	RP_POS	660.8053	0.96	C000798
656.7744_0.93	RP_POS	656.7744	0.93	C000799
168.0785_0.54	RP_POS	168.0785	0.54	C000800
129.0508_1.02	RP_POS	129.0508	1.02	C000801
244.1422_0.54	RP_POS	244.1422	0.54	C000802
198.1005_1.00	RP_POS	198.1005	1	C000803
150.0641_0.54	RP_POS	150.0641	0.54	C000804
75.0684_0.54	RP_POS	75.0684	0.54	C000805
99.0684_1.08	RP_POS	99.0684	1.08	C000806
100.0717_1.10	RP_POS	100.0717	1.1	C000807
102.0897_0.54	RP_POS	102.0897	0.54	C000808
164.0896_0.54	RP_POS	164.0896	0.54	C000809
171.0895_0.56	RP_POS	171.0895	0.56	C000810
158.0690_0.54	RP_POS	158.069	0.54	C000811
488.0958_0.55	RP_POS	488.0958	0.55	C000812
145.0558_1.15	RP_POS	145.0558	1.15	C000813
387.9133_0.55	RP_POS	387.9133	0.55	C000814
101.0391_0.54	RP_POS	101.0391	0.54	C000815
147.0532_0.54	RP_POS	147.0532	0.54	C000816
137.0805_0.54	RP_POS	137.0805	0.54	C000817
149.0555_0.54	RP_POS	149.0555	0.54	C000818
510.0782_0.54	RP_POS	510.0782	0.54	C000819
171.0871_0.54	RP_POS	171.0871	0.54	C000820
264.9643_0.53	RP_POS	264.9643	0.53	C000821
103.0998_0.56	RP_POS	103.0998	0.56	C000822
102.0469_0.54	RP_POS	102.0469	0.54	C000823
163.0470_0.53	RP_POS	163.047	0.53	C000824
771.7581_1.48	RP_POS	771.7581	1.48	C000825
337.8721_1.53	RP_POS	337.8721	1.53	C000826
762.7220_1.65	RP_POS	762.722	1.65	C000827
159.0895_0.53	RP_POS	159.0895	0.53	C000828
194.1153_1.60	RP_POS	194.1153	1.6	C000829
149.0477_1.62	RP_POS	149.0477	1.62	C000830
183.0330_0.53	RP_POS	183.033	0.53	C000831
282.0276_1.64	RP_POS	282.0276	1.64	C000832
161.1053_0.56	RP_POS	161.1053	0.56	C000833
907.1971_0.56	RP_POS	907.1971	0.56	C000834
585.8404_1.85	RP_POS	585.8404	1.85	C000835
144.0244_0.53	RP_POS	144.0244	0.53	C000836
175.0668_1.97	RP_POS	175.0668	1.97	C000837
251.0683_2.00	RP_POS	251.0683	2	C000838
179.0581_2.06	RP_POS	179.0581	2.06	C000839
216.0722_2.07	RP_POS	216.0722	2.07	C000840
168.1515_0.56	RP_POS	168.1515	0.56	C000841
87.0392_2.06	RP_POS	87.0392	2.06	C000842
276.0957_2.05	RP_POS	276.0957	2.05	C000843
277.9721_2.09	RP_POS	277.9721	2.09	C000844
1007.5877_2.11	RP_POS	1007.5877	2.11	C000845
68.0262_0.57	RP_POS	68.0262	0.57	C000846
193.0587_0.57	RP_POS	193.0587	0.57	C000847
354.0173_0.57	RP_POS	354.0173	0.57	C000848
305.0070_0.57	RP_POS	305.007	0.57	C000849
97.0891_0.60	RP_POS	97.0891	0.6	C000850
292.0770_0.57	RP_POS	292.077	0.57	C000851
298.2293_0.51	RP_POS	298.2293	0.51	C000852
198.1365_0.62	RP_POS	198.1365	0.62	C000853
306.1062_0.58	RP_POS	306.1062	0.58	C000854
70.0056_0.58	RP_POS	70.0056	0.58	C000855
572.3065_2.31	RP_POS	572.3065	2.31	C000856
336.0074_0.60	RP_POS	336.0074	0.6	C000857
72.0212_0.60	RP_POS	72.0212	0.6	C000858
579.0849_0.58	RP_POS	579.0849	0.58	C000859
206.1263_0.58	RP_POS	206.1263	0.58	C000860
504.2691_2.37	RP_POS	504.2691	2.37	C000861
268.0258_2.38	RP_POS	268.0258	2.38	C000862
266.9714_2.41	RP_POS	266.9714	2.41	C000863
264.9735_2.41	RP_POS	264.9735	2.41	C000864
829.4700_2.42	RP_POS	829.47	2.42	C000865
348.1469_6.41	RP_POS	348.1469	6.41	C000866
710.3339_6.41	RP_POS	710.3339	6.41	C000867
206.0581_6.42	RP_POS	206.0581	6.42	C000868
629.4214_6.45	RP_POS	629.4214	6.45	C000869
182.0944_6.46	RP_POS	182.0944	6.46	C000870
252.0972_6.54	RP_POS	252.0972	6.54	C000871
249.9736_6.59	RP_POS	249.9736	6.59	C000872
364.2246_6.58	RP_POS	364.2246	6.58	C000873
278.1730_6.58	RP_POS	278.173	6.58	C000874
410.2510_6.59	RP_POS	410.251	6.59	C000875
436.1729_6.62	RP_POS	436.1729	6.62	C000876
556.2802_6.61	RP_POS	556.2802	6.61	C000877
296.1532_6.62	RP_POS	296.1532	6.62	C000878
334.1527_6.61	RP_POS	334.1527	6.61	C000879
270.1621_6.63	RP_POS	270.1621	6.63	C000880
290.1130_6.64	RP_POS	290.113	6.64	C000881
464.2041_6.65	RP_POS	464.2041	6.65	C000882
296.1632_6.68	RP_POS	296.1632	6.68	C000883
203.1282_6.69	RP_POS	203.1282	6.69	C000884
236.1776_6.69	RP_POS	236.1776	6.69	C000885
214.1202_6.71	RP_POS	214.1202	6.71	C000886
366.1532_6.71	RP_POS	366.1532	6.71	C000887
254.1492_6.72	RP_POS	254.1492	6.72	C000888
210.1253_6.73	RP_POS	210.1253	6.73	C000889
304.1883_6.76	RP_POS	304.1883	6.76	C000890
278.1862_6.77	RP_POS	278.1862	6.77	C000891
350.2090_6.78	RP_POS	350.209	6.78	C000892
435.1460_6.77	RP_POS	435.146	6.77	C000893
329.2566_6.80	RP_POS	329.2566	6.8	C000894
364.2240_6.81	RP_POS	364.224	6.81	C000895
542.2720_6.81	RP_POS	542.272	6.81	C000896
330.2190_6.83	RP_POS	330.219	6.83	C000897
717.4736_6.85	RP_POS	717.4736	6.85	C000898
242.1992_6.86	RP_POS	242.1992	6.86	C000899
364.2156_6.85	RP_POS	364.2156	6.85	C000900
385.0699_6.85	RP_POS	385.0699	6.85	C000901
478.1863_6.85	RP_POS	478.1863	6.85	C000902
243.1833_6.90	RP_POS	243.1833	6.9	C000903
264.0759_6.90	RP_POS	264.0759	6.9	C000904
300.1318_6.97	RP_POS	300.1318	6.97	C000905
216.1362_6.92	RP_POS	216.1362	6.92	C000906
304.1197_6.94	RP_POS	304.1197	6.94	C000907
306.1938_6.93	RP_POS	306.1938	6.93	C000908
358.0933_6.97	RP_POS	358.0933	6.97	C000909
214.0844_6.98	RP_POS	214.0844	6.98	C000910
156.1150_7.00	RP_POS	156.115	7	C000911
341.0221_7.02	RP_POS	341.0221	7.02	C000912
271.2509_7.03	RP_POS	271.2509	7.03	C000913
294.1288_7.03	RP_POS	294.1288	7.03	C000914
562.2385_7.05	RP_POS	562.2385	7.05	C000915
240.1856_7.08	RP_POS	240.1856	7.08	C000916
330.2188_7.06	RP_POS	330.2188	7.06	C000917
228.1149_7.08	RP_POS	228.1149	7.08	C000918
222.0795_7.07	RP_POS	222.0795	7.07	C000919
350.1720_7.10	RP_POS	350.172	7.1	C000920
228.1362_7.10	RP_POS	228.1362	7.1	C000921
328.1500_7.12	RP_POS	328.15	7.12	C000922
215.1885_7.13	RP_POS	215.1885	7.13	C000923
386.2302_7.15	RP_POS	386.2302	7.15	C000924
402.1381_7.17	RP_POS	402.1381	7.17	C000925
441.1532_7.20	RP_POS	441.1532	7.2	C000926
495.2008_7.19	RP_POS	495.2008	7.19	C000927
310.1094_7.22	RP_POS	310.1094	7.22	C000928
284.1808_7.22	RP_POS	284.1808	7.22	C000929
290.0831_7.27	RP_POS	290.0831	7.27	C000930
306.1444_7.27	RP_POS	306.1444	7.27	C000931
326.1338_7.27	RP_POS	326.1338	7.27	C000932
255.0760_7.28	RP_POS	255.076	7.28	C000933
542.3296_7.28	RP_POS	542.3296	7.28	C000934
464.2253_7.29	RP_POS	464.2253	7.29	C000935
287.2118_7.32	RP_POS	287.2118	7.32	C000936
849.5523_7.33	RP_POS	849.5523	7.33	C000937
297.2665_7.34	RP_POS	297.2665	7.34	C000938
313.2071_7.39	RP_POS	313.2071	7.39	C000939
450.1925_7.39	RP_POS	450.1925	7.39	C000940
329.1836_7.41	RP_POS	329.1836	7.41	C000941
322.2356_7.45	RP_POS	322.2356	7.45	C000942
350.2453_7.45	RP_POS	350.2453	7.45	C000943
893.5782_7.47	RP_POS	893.5782	7.47	C000944
408.1459_7.48	RP_POS	408.1459	7.48	C000945
248.1985_7.49	RP_POS	248.1985	7.49	C000946
229.2405_7.50	RP_POS	229.2405	7.5	C000947
240.1660_7.52	RP_POS	240.166	7.52	C000948
468.2472_7.53	RP_POS	468.2472	7.53	C000949
312.1250_7.54	RP_POS	312.125	7.54	C000950
340.1885_7.56	RP_POS	340.1885	7.56	C000951
268.1060_7.57	RP_POS	268.106	7.57	C000952
379.2634_7.61	RP_POS	379.2634	7.61	C000953
522.2075_7.61	RP_POS	522.2075	7.61	C000954
276.1938_7.62	RP_POS	276.1938	7.62	C000955
211.1934_7.62	RP_POS	211.1934	7.62	C000956
202.1361_7.64	RP_POS	202.1361	7.64	C000957
276.1337_7.65	RP_POS	276.1337	7.65	C000958
346.2140_7.65	RP_POS	346.214	7.65	C000959
212.1048_7.66	RP_POS	212.1048	7.66	C000960
354.2022_7.67	RP_POS	354.2022	7.67	C000961
468.2471_7.68	RP_POS	468.2471	7.68	C000962
662.2581_7.68	RP_POS	662.2581	7.68	C000963
356.1833_7.69	RP_POS	356.1833	7.69	C000964
136.0783_7.73	RP_POS	136.0783	7.73	C000965
296.1617_7.72	RP_POS	296.1617	7.72	C000966
264.1036_7.73	RP_POS	264.1036	7.73	C000967
508.2671_7.73	RP_POS	508.2671	7.73	C000968
330.2038_7.73	RP_POS	330.2038	7.73	C000969
314.1405_7.73	RP_POS	314.1405	7.73	C000970
610.2658_7.73	RP_POS	610.2658	7.73	C000971
300.2449_7.74	RP_POS	300.2449	7.74	C000972
330.2033_7.76	RP_POS	330.2033	7.76	C000973
265.1540_7.76	RP_POS	265.154	7.76	C000974
194.1308_7.73	RP_POS	194.1308	7.73	C000975
494.1940_7.80	RP_POS	494.194	7.8	C000976
314.1419_7.81	RP_POS	314.1419	7.81	C000977
252.1717_7.82	RP_POS	252.1717	7.82	C000978
196.0886_7.82	RP_POS	196.0886	7.82	C000979
554.2338_7.86	RP_POS	554.2338	7.86	C000980
574.3343_7.88	RP_POS	574.3343	7.88	C000981
328.1419_7.87	RP_POS	328.1419	7.87	C000982
356.1369_7.90	RP_POS	356.1369	7.9	C000983
405.2540_7.91	RP_POS	405.254	7.91	C000984
377.2585_7.92	RP_POS	377.2585	7.92	C000985
474.2122_7.93	RP_POS	474.2122	7.93	C000986
294.1097_7.93	RP_POS	294.1097	7.93	C000987
270.1166_7.94	RP_POS	270.1166	7.94	C000988
241.2042_7.94	RP_POS	241.2042	7.94	C000989
256.1655_7.95	RP_POS	256.1655	7.95	C000990
208.1234_7.96	RP_POS	208.1234	7.96	C000991
271.1205_7.98	RP_POS	271.1205	7.98	C000992
370.1754_7.99	RP_POS	370.1754	7.99	C000993
350.2454_7.99	RP_POS	350.2454	7.99	C000994
495.2341_7.99	RP_POS	495.2341	7.99	C000995
274.1543_8.01	RP_POS	274.1543	8.01	C000996
446.2665_8.03	RP_POS	446.2665	8.03	C000997
