compound_id	chemical_name	analysismode	rt	mz
C002503	11.28_227.1641	RP_POS	11.28	227.1641
C002504	8.91_131.0856	RP_POS	8.91	131.0856
C002505	1.85_165.1023	RP_POS	1.85	165.1023
C002506	11.13_229.1435	RP_POS	11.13	229.1435
C002507	12.24_290.2688	RP_POS	12.24	290.2688
C002508	12.44_179.1430	RP_POS	12.44	179.143
C002509	0.80_168.0654	RP_POS	0.8	168.0654
C002510	10.88_167.1430	RP_POS	10.88	167.143
C002511	10.88_235.1307	RP_POS	10.88	235.1307
C002512	2.54_113.0190	RP_POS	2.54	113.019
C002513	12.17_235.1304	RP_POS	12.17	235.1304
C002514	2.18_207.0176	RP_POS	2.18	207.0176
C002515	10.71_155.1431	RP_POS	10.71	155.1431
C002516	3.14_300.1374	RP_POS	3.14	300.1374
C002517	6.47_181.1223	RP_POS	6.47	181.1223
C002518	11.80_228.1958	RP_POS	11.8	228.1958
C002519	13.92_289.1320	RP_POS	13.92	289.132
C002520	1.28_170.0811	RP_POS	1.28	170.0811
C002521	12.68_221.1171	RP_POS	12.68	221.1171
C002522	10.86_151.0754	RP_POS	10.86	151.0754
C002523	15.72_429.3187	RP_POS	15.72	429.3187
C002524	4.08_124.0758	RP_POS	4.08	124.0758
C002525	12.63_121.0285	RP_POS	12.63	121.0285
C002526	12.00_183.0804	RP_POS	12	183.0804
C002527	11.38_389.2508	RP_POS	11.38	389.2508
C002528	12.14_209.1536	RP_POS	12.14	209.1536
C002529	0.75_185.1284	RP_POS	0.75	185.1284
C002530	4.08_98.0839	RP_POS	4.08	98.0839
C002531	6.49_58.0654	RP_POS	6.49	58.0654
C002532	12.17_230.2478	RP_POS	12.17	230.2478
C002533	12.80_181.0495	RP_POS	12.8	181.0495
C002534	12.12_335.1938	RP_POS	12.12	335.1938
C002535	11.65_169.1223	RP_POS	11.65	169.1223
C002536	7.82_142.1227	RP_POS	7.82	142.1227
C002537	12.92_129.1274	RP_POS	12.92	129.1274
C002538	0.96_157.0802	RP_POS	0.96	157.0802
C002539	13.02_111.1169	RP_POS	13.02	111.1169
C002540	1.06_138.0526	RP_POS	1.06	138.0526
C002541	9.84_295.1513	RP_POS	9.84	295.1513
C002542	13.67_195.1743	RP_POS	13.67	195.1743
C002543	7.78_130.0652	RP_POS	7.78	130.0652
C002544	14.97_199.1692	RP_POS	14.97	199.1692
C002545	3.55_146.0271	RP_POS	3.55	146.0271
C002546	6.49_217.1434	RP_POS	6.49	217.1434
C002547	6.58_197.0807	RP_POS	6.58	197.0807
C002548	14.47_285.2423	RP_POS	14.47	285.2423
C002549	10.74_321.1670	RP_POS	10.74	321.167
C002550	0.06_264.9964	RP_POS	0.06	264.9964
C002551	11.77_281.1722	RP_POS	11.77	281.1722
C002552	7.87_153.0546	RP_POS	7.87	153.0546
C002553	10.88_197.0808	RP_POS	10.88	197.0808
C002554	1.35_115.0503	RP_POS	1.35	115.0503
C002555	11.65_241.1408	RP_POS	11.65	241.1408
C002556	12.09_210.1851	RP_POS	12.09	210.1851
C002557	1.18_142.0500	RP_POS	1.18	142.05
C002558	1.53_167.0737	RP_POS	1.53	167.0737
C002559	1.37_96.0444	RP_POS	1.37	96.0444
C002560	12.17_167.1430	RP_POS	12.17	167.143
C002561	12.07_281.1722	RP_POS	12.07	281.1722
C002562	1.45_173.0036	RP_POS	1.45	173.0036
C002563	8.13_131.0129	RP_POS	8.13	131.0129
C002564	0.26_99.0805	RP_POS	0.26	99.0805
C002565	12.29_383.1675	RP_POS	12.29	383.1675
C002566	18.95_722.5273	RP_POS	18.95	722.5273
C002567	1.26_147.0251	RP_POS	1.26	147.0251
C002568	4.62_95.0492	RP_POS	4.62	95.0492
C002569	11.82_293.1357	RP_POS	11.82	293.1357
C002570	1.18_126.0550	RP_POS	1.18	126.055
C002571	0.00_210.9029	RP_POS	0	210.9029
C002572	13.67_332.3310	RP_POS	13.67	332.331
C002573	7.80_131.0398	RP_POS	7.8	131.0398
C002574	12.63_151.1481	RP_POS	12.63	151.1481
C002575	14.97_111.1169	RP_POS	14.97	111.1169
C002576	19.92_103.0067	RP_POS	19.92	103.0067
C002577	14.04_226.9618	RP_POS	14.04	226.9618
C002578	9.21_307.1514	RP_POS	9.21	307.1514
C002579	1.85_185.1285	RP_POS	1.85	185.1285
C002580	15.48_595.3816	RP_POS	15.48	595.3816
C002581	13.85_191.9937	RP_POS	13.85	191.9937
C002582	13.09_251.1997	RP_POS	13.09	251.1997
C002583	14.33_338.2323	RP_POS	14.33	338.2323
C002584	11.58_225.1462	RP_POS	11.58	225.1462
C002585	5.69_209.0443	RP_POS	5.69	209.0443
C002586	11.70_261.1458	RP_POS	11.7	261.1458
C002587	4.73_151.0754	RP_POS	4.73	151.0754
C002588	0.87_123.0553	RP_POS	0.87	123.0553
C002589	12.80_304.2996	RP_POS	12.8	304.2996
C002590	19.92_168.0306	RP_POS	19.92	168.0306
C002591	4.19_202.0168	RP_POS	4.19	202.0168
C002592	0.41_158.9881	RP_POS	0.41	158.9881
C002593	13.85_215.0832	RP_POS	13.85	215.0832
C002594	12.73_120.9947	RP_POS	12.73	120.9947
C002595	12.14_209.1172	RP_POS	12.14	209.1172
C002596	3.84_141.0546	RP_POS	3.84	141.0546
C002597	5.59_136.0757	RP_POS	5.59	136.0757
C002598	14.02_387.2715	RP_POS	14.02	387.2715
C002599	0.38_173.9956	RP_POS	0.38	173.9956
C002600	13.34_243.1355	RP_POS	13.34	243.1355
C002601	14.45_313.2735	RP_POS	14.45	313.2735
C002602	6.54_141.0546	RP_POS	6.54	141.0546
C002603	15.48_551.3555	RP_POS	15.48	551.3555
C002604	19.92_177.0071	RP_POS	19.92	177.0071
C002605	15.33_415.3028	RP_POS	15.33	415.3028
C002606	2.50_141.0139	RP_POS	2.5	141.0139
C002607	1.24_123.0553	RP_POS	1.24	123.0553
C002608	1.11_96.0444	RP_POS	1.11	96.0444
C002609	0.03_112.9713	RP_POS	0.03	112.9713
C002610	13.51_261.1460	RP_POS	13.51	261.146
C002611	1.53_115.0503	RP_POS	1.53	115.0503
C002612	14.45_219.1742	RP_POS	14.45	219.1742
C002613	0.96_130.0863	RP_POS	0.96	130.0863
C002614	1.74_131.0452	RP_POS	1.74	131.0452
C002615	17.56_394.3468	RP_POS	17.56	394.3468
C002616	19.80_119.0554	RP_POS	19.8	119.0554
C002617	19.80_151.0816	RP_POS	19.8	151.0816
C002618	19.94_56.9651	RP_POS	19.94	56.9651
C002619	3.14_108.0444	RP_POS	3.14	108.0444
C002620	1.22_128.0707	RP_POS	1.22	128.0707
C002621	0.00_238.8978	RP_POS	0	238.8978
C002622	13.92_279.1591	RP_POS	13.92	279.1591
C002623	10.83_183.1380	RP_POS	10.83	183.138
C002624	5.31_128.1070	RP_POS	5.31	128.107
C002625	11.72_185.0961	RP_POS	11.72	185.0961
C002626	13.43_347.1252	RP_POS	13.43	347.1252
C002627	0.03_89.0597	RP_POS	0.03	89.0597
C002628	13.12_302.3052	RP_POS	13.12	302.3052
C002629	11.80_129.0699	RP_POS	11.8	129.0699
C002630	10.66_350.1808	RP_POS	10.66	350.1808
C002631	10.49_214.0896	RP_POS	10.49	214.0896
C002632	13.36_329.2297	RP_POS	13.36	329.2297
C002633	10.56_144.1383	RP_POS	10.56	144.1383
C002634	19.86_158.9632	RP_POS	19.86	158.9632
C002635	12.82_123.1169	RP_POS	12.82	123.1169
C002636	11.23_265.1798	RP_POS	11.23	265.1798
C002637	0.26_146.0008	RP_POS	0.26	146.0008
C002638	1.62_126.0550	RP_POS	1.62	126.055
C002639	15.89_425.2873	RP_POS	15.89	425.2873
C002640	19.90_189.0434	RP_POS	19.9	189.0434
C002641	13.19_258.2790	RP_POS	13.19	258.279
C002642	0.03_232.9590	RP_POS	0.03	232.959
C002643	11.60_197.0807	RP_POS	11.6	197.0807
C002644	0.16_242.9291	RP_POS	0.16	242.9291
C002645	1.58_91.0543	RP_POS	1.58	91.0543
C002646	2.50_86.0600	RP_POS	2.5	86.06
C002647	0.11_236.9903	RP_POS	0.11	236.9903
C002648	0.36_215.0392	RP_POS	0.36	215.0392
C002649	12.12_179.0295	RP_POS	12.12	179.0295
C002650	0.26_143.0022	RP_POS	0.26	143.0022
C002651	10.74_167.1066	RP_POS	10.74	167.1066
C002652	17.56_506.4207	RP_POS	17.56	506.4207
C002653	12.58_313.2371	RP_POS	12.58	313.2371
C002654	13.51_209.1536	RP_POS	13.51	209.1536
C002655	13.87_219.1743	RP_POS	13.87	219.1743
C002656	7.39_221.1148	RP_POS	7.39	221.1148
C002657	2.60_61.0696	RP_POS	2.6	61.0696
C002658	0.41_201.0236	RP_POS	0.41	201.0236
C002659	0.00_146.9376	RP_POS	0	146.9376
C002660	12.78_427.2666	RP_POS	12.78	427.2666
C002661	0.46_228.9135	RP_POS	0.46	228.9135
C002662	1.24_131.0704	RP_POS	1.24	131.0704
C002663	19.92_298.9164	RP_POS	19.92	298.9164
C002664	12.58_211.1692	RP_POS	12.58	211.1692
C002665	12.49_295.2267	RP_POS	12.49	295.2267
C002666	9.00_83.0492	RP_POS	9	83.0492
C002667	19.90_203.0591	RP_POS	19.9	203.0591
C002668	0.21_201.0600	RP_POS	0.21	201.06
C002669	10.74_367.2091	RP_POS	10.74	367.2091
C002670	12.36_199.1693	RP_POS	12.36	199.1693
C002671	13.04_305.1721	RP_POS	13.04	305.1721
C002672	11.72_351.1796	RP_POS	11.72	351.1796
C002673	5.44_211.0941	RP_POS	5.44	211.0941
C002674	1.03_150.0551	RP_POS	1.03	150.0551
C002675	4.82_167.1067	RP_POS	4.82	167.1067
C002676	2.93_167.0737	RP_POS	2.93	167.0737
C002677	0.31_59.0494	RP_POS	0.31	59.0494
C002678	9.33_308.1642	RP_POS	9.33	308.1642
C002679	11.92_333.1670	RP_POS	11.92	333.167
C002680	19.80_133.0360	RP_POS	19.8	133.036
C002681	19.94_98.9596	RP_POS	19.94	98.9596
C002682	15.46_507.3294	RP_POS	15.46	507.3294
C002683	5.59_90.0914	RP_POS	5.59	90.0914
C002684	12.73_294.9047	RP_POS	12.73	294.9047
C002685	2.20_102.0550	RP_POS	2.2	102.055
C002686	13.38_317.1723	RP_POS	13.38	317.1723
C002687	17.94_74.0965	RP_POS	17.94	74.0965
C002688	9.59_351.1776	RP_POS	9.59	351.1776
C002689	1.83_189.0067	RP_POS	1.83	189.0067
C002690	5.31_222.1123	RP_POS	5.31	222.1123
C002691	2.88_135.0441	RP_POS	2.88	135.0441
C002692	1.01_88.0393	RP_POS	1.01	88.0393
C002693	13.67_267.1928	RP_POS	13.67	267.1928
C002694	11.28_181.0495	RP_POS	11.28	181.0495
C002695	19.80_133.0346	RP_POS	19.8	133.0346
C002696	11.58_323.1828	RP_POS	11.58	323.1828
C002697	13.72_337.0747	RP_POS	13.72	337.0747
C002698	10.69_293.1357	RP_POS	10.69	293.1357
C002699	6.96_95.0856	RP_POS	6.96	95.0856
C002700	10.96_239.1253	RP_POS	10.96	239.1253
C002701	2.06_147.0251	RP_POS	2.06	147.0251
C002702	11.92_198.1853	RP_POS	11.92	198.1853
C002703	18.65_213.0099	RP_POS	18.65	213.0099
C002704	12.56_319.1878	RP_POS	12.56	319.1878
C002705	19.82_191.9825	RP_POS	19.82	191.9825
C002706	1.62_135.9454	RP_POS	1.62	135.9454
C002707	11.50_223.1692	RP_POS	11.5	223.1692
C002708	14.30_343.2453	RP_POS	14.3	343.2453
C002709	10.98_171.1380	RP_POS	10.98	171.138
C002710	0.79_60.0446	RP_POS	0.79	60.0446
C002711	8.11_181.1222	RP_POS	8.11	181.1222
C002712	13.46_116.1070	RP_POS	13.46	116.107
C002713	16.94_102.1278	RP_POS	16.94	102.1278
C002714	1.13_124.0394	RP_POS	1.13	124.0394
C002715	15.31_313.2735	RP_POS	15.31	313.2735
C002716	19.92_183.0426	RP_POS	19.92	183.0426
C002717	16.94_108.0808	RP_POS	16.94	108.0808
C002718	8.23_251.1251	RP_POS	8.23	251.1251
C002719	7.78_146.0600	RP_POS	7.78	146.06
C002720	5.95_218.0269	RP_POS	5.95	218.0269
C002721	13.94_330.3365	RP_POS	13.94	330.3365
C002722	8.91_161.0961	RP_POS	8.91	161.0961
C002723	12.09_223.1692	RP_POS	12.09	223.1692
C002724	19.92_292.9076	RP_POS	19.92	292.9076
C002725	1.41_120.0114	RP_POS	1.41	120.0114
C002726	13.94_249.1848	RP_POS	13.94	249.1848
C002727	12.17_143.1067	RP_POS	12.17	143.1067
C002728	11.16_143.1067	RP_POS	11.16	143.1067
C002729	6.01_129.0910	RP_POS	6.01	129.091
C002730	10.15_224.9662	RP_POS	10.15	224.9662
C002731	0.98_69.0448	RP_POS	0.98	69.0448
C002732	6.04_112.0215	RP_POS	6.04	112.0215
C002733	13.24_209.1536	RP_POS	13.24	209.1536
C002734	19.92_249.1009	RP_POS	19.92	249.1009
C002735	2.91_249.0103	RP_POS	2.91	249.0103
C002736	19.94_242.8798	RP_POS	19.94	242.8798
C002737	19.92_240.8809	RP_POS	19.92	240.8809
C002738	2.84_88.0394	RP_POS	2.84	88.0394
C002739	17.05_122.0965	RP_POS	17.05	122.0965
C002740	5.89_69.0700	RP_POS	5.89	69.07
C002741	19.94_185.0313	RP_POS	19.94	185.0313
C002742	16.03_355.2816	RP_POS	16.03	355.2816
C002743	15.29_371.2767	RP_POS	15.29	371.2767
C002744	7.05_155.1067	RP_POS	7.05	155.1067
C002745	13.94_211.1667	RP_POS	13.94	211.1667
C002746	3.53_127.0502	RP_POS	3.53	127.0502
C002747	11.95_102.1278	RP_POS	11.95	102.1278
C002748	2.10_99.0553	RP_POS	2.1	99.0553
C002749	16.82_149.0235	RP_POS	16.82	149.0235
C002750	7.76_219.0275	RP_POS	7.76	219.0275
C002751	5.42_192.9906	RP_POS	5.42	192.9906
C002752	11.25_221.1148	RP_POS	11.25	221.1148
C002753	8.93_148.0393	RP_POS	8.93	148.0393
C002754	11.45_281.1737	RP_POS	11.45	281.1737
C002755	4.16_148.0393	RP_POS	4.16	148.0393
C002756	10.88_207.1367	RP_POS	10.88	207.1367
C002757	2.14_89.0598	RP_POS	2.14	89.0598
C002758	13.31_199.1805	RP_POS	13.31	199.1805
C002759	6.29_125.0598	RP_POS	6.29	125.0598
C002760	13.46_139.1117	RP_POS	13.46	139.1117
C002761	15.41_419.2767	RP_POS	15.41	419.2767
C002762	11.82_293.1720	RP_POS	11.82	293.172
C002763	3.63_116.1434	RP_POS	3.63	116.1434
C002764	14.07_356.3521	RP_POS	14.07	356.3521
C002765	2.08_177.9671	RP_POS	2.08	177.9671
C002766	14.33_149.0233	RP_POS	14.33	149.0233
C002767	16.84_55.0546	RP_POS	16.84	55.0546
C002768	2.14_177.9560	RP_POS	2.14	177.956
C002769	4.68_116.1070	RP_POS	4.68	116.107
C002770	15.36_375.2504	RP_POS	15.36	375.2504
C002771	3.32_148.0393	RP_POS	3.32	148.0393
C002772	19.92_306.9322	RP_POS	19.92	306.9322
C002773	12.44_116.1071	RP_POS	12.44	116.1071
C002774	11.08_237.1464	RP_POS	11.08	237.1464
C002775	16.82_450.3578	RP_POS	16.82	450.3578
C002776	1.85_185.0240	RP_POS	1.85	185.024
C002777	3.12_150.0550	RP_POS	3.12	150.055
C002778	9.53_173.1325	RP_POS	9.53	173.1325
C002779	1.81_139.0294	RP_POS	1.81	139.0294
C002780	11.65_199.1805	RP_POS	11.65	199.1805
C002781	9.74_162.9892	RP_POS	9.74	162.9892
C002782	12.09_335.1827	RP_POS	12.09	335.1827
C002783	11.11_293.1739	RP_POS	11.11	293.1739
C002784	3.55_111.0233	RP_POS	3.55	111.0233
C002785	7.41_125.0961	RP_POS	7.41	125.0961
C002786	9.67_205.9876	RP_POS	9.67	205.9876
C002787	15.43_463.3029	RP_POS	15.43	463.3029
C002788	3.04_85.0648	RP_POS	3.04	85.0648
C002789	12.02_274.2739	RP_POS	12.02	274.2739
C002790	13.92_281.1708	RP_POS	13.92	281.1708
C002791	4.62_129.0910	RP_POS	4.62	129.091
C002792	10.86_221.1148	RP_POS	10.86	221.1148
C002793	2.08_128.9865	RP_POS	2.08	128.9865
C002794	1.78_69.0700	RP_POS	1.78	69.07
C002795	2.08_130.9819	RP_POS	2.08	130.9819
C002796	4.62_69.0700	RP_POS	4.62	69.07
C002797	2.18_158.9880	RP_POS	2.18	158.988
C002798	3.47_201.0587	RP_POS	3.47	201.0587
C002799	11.20_115.1118	RP_POS	11.2	115.1118
C002800	11.30_196.0029	RP_POS	11.3	196.0029
C002801	9.21_237.1095	RP_POS	9.21	237.1095
C002802	10.71_237.1485	RP_POS	10.71	237.1485
C002803	19.92_304.9333	RP_POS	19.92	304.9333
C002804	6.82_116.1070	RP_POS	6.82	116.107
C002805	2.91_140.0165	RP_POS	2.91	140.0165
C002806	19.98_129.0303	RP_POS	19.98	129.0303
C002807	2.62_159.0131	RP_POS	2.62	159.0131
C002808	19.92_272.9071	RP_POS	19.92	272.9071
C002809	19.92_270.9102	RP_POS	19.92	270.9102
C002810	16.98_147.0409	RP_POS	16.98	147.0409
